DATE;YEAR;MONTH;DAY;TMAX;TMIN;WINDSPEED;TMEAN
05/05/2018;2018;5;5;27.6;18.6;6.2;23.1
06/05/2018;2018;5;6;23.5;17.3;6.3;20.4
07/05/2018;2018;5;7;22.6;15.2;6;18.9
08/05/2018;2018;5;8;20.7;13;4.7;16.85
09/05/2018;2018;5;9;23.6;13.4;2.7;18.5
10/05/2018;2018;5;10;24.5;16.4;4.3;20.45
11/05/2018;2018;5;11;24.9;14.2;2;19.55
12/05/2018;2018;5;12;23.2;16.4;3.6;19.8
13/05/2018;2018;5;13;22.5;13.4;5.3;17.95
14/05/2018;2018;5;14;20;13.7;5.7;16.85
15/05/2018;2018;5;15;18.2;11.4;5.2;14.8
16/05/2018;2018;5;16;17.7;9.4;6.5;13.55
17/05/2018;2018;5;17;18.2;12.8;7.6;15.5
18/05/2018;2018;5;18;22.4;14.1;7.1;18.25
19/05/2018;2018;5;19;22.7;12.7;3.9;17.7
20/05/2018;2018;5;20;21.9;11.3;4.9;16.6
21/05/2018;2018;5;21;22.4;14;6.1;18.2
22/05/2018;2018;5;22;21.2;13.6;4.8;17.4
23/05/2018;2018;5;23;23;15.7;3.2;19.35
24/05/2018;2018;5;24;25.9;16.4;5.7;21.15
25/05/2018;2018;5;25;23.1;18.1;4.8;20.6
26/05/2018;2018;5;26;26.2;16.2;2;21.2
27/05/2018;2018;5;27;25;17.2;2.1;21.1
28/05/2018;2018;5;28;26.6;17.3;3.3;21.95
29/05/2018;2018;5;29;23.8;18.2;5.2;21
30/05/2018;2018;5;30;25.4;16.2;5.4;20.8
31/05/2018;2018;5;31;27.3;17;3.5;22.15
01/06/2018;2018;6;1;28.4;18.1;2.5;23.25
02/06/2018;2018;6;2;26.9;18.5;4;22.7
03/06/2018;2018;6;3;27.2;20;5.8;23.6
04/06/2018;2018;6;4;26.4;17.3;2.9;21.85
05/06/2018;2018;6;5;26.4;17.9;2.1;22.15
06/06/2018;2018;6;6;21.7;17.3;6;19.5
07/06/2018;2018;6;7;23.4;16.2;5.2;19.8
08/06/2018;2018;6;8;24.6;17.6;3;21.1
09/06/2018;2018;6;9;23.6;17.7;3.1;20.65
10/06/2018;2018;6;10;27.8;19.1;2.4;23.45
11/06/2018;2018;6;11;28.5;21.5;3.4;25
12/06/2018;2018;6;12;27.7;19.2;4.5;23.45
13/06/2018;2018;6;13;24.9;18;4.3;21.45
14/06/2018;2018;6;14;20.6;17;4.5;18.8
15/06/2018;2018;6;15;19.8;17.4;5.3;18.6
16/06/2018;2018;6;16;24.1;18.2;5.9;21.15
17/06/2018;2018;6;17;25.1;18.8;4.3;21.95
18/06/2018;2018;6;18;25.4;18.2;5.1;21.8
19/06/2018;2018;6;19;26.7;19.3;3.9;23
20/06/2018;2018;6;20;27.5;20.4;2.5;23.95
21/06/2018;2018;6;21;27.9;20.1;3.8;24
22/06/2018;2018;6;22;19;13.7;7.6;16.35
23/06/2018;2018;6;23;19.1;11;5.1;15.05
24/06/2018;2018;6;24;18.5;10.4;5.4;14.45
25/06/2018;2018;6;25;20.8;10.4;2.7;15.6
26/06/2018;2018;6;26;21.9;11.6;3;16.75
27/06/2018;2018;6;27;22.3;13.3;6.3;17.8
28/06/2018;2018;6;28;21.9;15.8;6.5;18.85
29/06/2018;2018;6;29;25.5;18.2;5.2;21.85
30/06/2018;2018;6;30;20.8;14.1;7.7;17.45
01/07/2018;2018;7;1;19.2;13.3;4.2;16.25
02/07/2018;2018;7;2;21;9.6;3.6;15.3
03/07/2018;2018;7;3;22.9;11.5;3;17.2
04/07/2018;2018;7;4;26.2;12;2.5;19.1
05/07/2018;2018;7;5;27.9;14.9;2.9;21.4
06/07/2018;2018;7;6;27.8;17;3.5;22.4
07/07/2018;2018;7;7;24.7;17.3;5.1;21
08/07/2018;2018;7;8;23.6;15.1;4.8;19.35
09/07/2018;2018;7;9;26.3;15.7;3;21
10/07/2018;2018;7;10;25.4;16.1;2;20.75
11/07/2018;2018;7;11;22;16.9;6;19.45
12/07/2018;2018;7;12;23.8;13.6;4.9;18.7
13/07/2018;2018;7;13;25.1;15.5;6.2;20.3
14/07/2018;2018;7;14;25.1;16.7;5.5;20.9
15/07/2018;2018;7;15;25.9;15.5;4.7;20.7
16/07/2018;2018;7;16;26.2;15.4;4.7;20.8
17/07/2018;2018;7;17;26.7;15.3;5.5;21
18/07/2018;2018;7;18;22.8;19;10.9;20.9
19/07/2018;2018;7;19;22.5;18.9;9.2;20.7
20/07/2018;2018;7;20;25.3;18.3;4.8;21.8
21/07/2018;2018;7;21;26.1;17.7;2.5;21.9
22/07/2018;2018;7;22;25.8;17.8;3.1;21.8
23/07/2018;2018;7;23;24;17.9;4.5;20.95
24/07/2018;2018;7;24;27.9;17.4;4.7;22.65
25/07/2018;2018;7;25;28.1;17.7;3.1;22.9
26/07/2018;2018;7;26;27.1;17.9;2.1;22.5
27/07/2018;2018;7;27;27.2;20.5;3.5;23.85
28/07/2018;2018;7;28;28.3;19.3;2.9;23.8
29/07/2018;2018;7;29;30.1;21.7;3.6;25.9
30/07/2018;2018;7;30;28.4;21.5;3.9;24.95
31/07/2018;2018;7;31;30.3;22.6;4;26.45
01/08/2018;2018;8;1;30.4;22.2;4.4;26.3
02/08/2018;2018;8;2;30.4;20.7;2;25.55
03/08/2018;2018;8;3;29.2;20.6;4.6;24.9
04/08/2018;2018;8;4;28.4;17.9;2.6;23.15
05/08/2018;2018;8;5;30.2;17.9;2.7;24.05
06/08/2018;2018;8;6;28.9;18.9;3.3;23.9
07/08/2018;2018;8;7;29.1;18.2;3.4;23.65
08/08/2018;2018;8;8;31.5;18.1;3.9;24.8
09/08/2018;2018;8;9;32.4;20;4.7;26.2
10/08/2018;2018;8;10;33.2;23;4.6;28.1
11/08/2018;2018;8;11;27.6;18.7;5.1;23.15
12/08/2018;2018;8;12;30.1;17.5;2.9;23.8
13/08/2018;2018;8;13;32.4;18;4.8;25.2
14/08/2018;2018;8;14;29.1;20;5.7;24.55
15/08/2018;2018;8;15;27.2;20.2;5.6;23.7
16/08/2018;2018;8;16;27.9;15;2.8;21.45
17/08/2018;2018;8;17;29.3;17.5;3.4;23.4
18/08/2018;2018;8;18;29.7;19.3;2;24.5
19/08/2018;2018;8;19;31.3;18.7;4;25
20/08/2018;2018;8;20;32.1;20.1;3.2;26.1
21/08/2018;2018;8;21;32.3;21;2.5;26.65
22/08/2018;2018;8;22;32.4;21.6;4;27
23/08/2018;2018;8;23;31.2;21.6;3.9;26.4
24/08/2018;2018;8;24;30.3;18.4;3.7;24.35
25/08/2018;2018;8;25;24;18.3;6.8;21.15
26/08/2018;2018;8;26;16.6;14.2;6.2;15.4
27/08/2018;2018;8;27;21.2;8.9;2.5;15.05
28/08/2018;2018;8;28;25.6;9.6;3.9;17.6
29/08/2018;2018;8;29;26.4;12.1;3.5;19.25
30/08/2018;2018;8;30;27.5;13.1;2.5;20.3
31/08/2018;2018;8;31;27.4;17.2;3.4;22.3
01/09/2018;2018;9;1;28.9;16.4;3.5;22.65
02/09/2018;2018;9;2;27.4;17.6;4.4;22.5
03/09/2018;2018;9;3;22.2;17.3;5.2;19.75
04/09/2018;2018;9;4;18.4;16.4;2.4;17.4
05/09/2018;2018;9;5;24.3;15.8;3.5;20.05
06/09/2018;2018;9;6;22.3;14.6;2.1;18.45
07/09/2018;2018;9;7;23.7;11.3;2.1;17.5
08/09/2018;2018;9;8;24.4;14.9;4.2;19.65
09/09/2018;2018;9;9;23.7;12.6;2.5;18.15
10/09/2018;2018;9;10;23.8;11.9;2.7;17.85
11/09/2018;2018;9;11;25.1;12.5;4.9;18.8
12/09/2018;2018;9;12;26.7;13;2.1;19.85
13/09/2018;2018;9;13;28.2;13.1;2;20.65
14/09/2018;2018;9;14;26;16.2;2.1;21.1
15/09/2018;2018;9;15;25.9;17.9;6.1;21.9
16/09/2018;2018;9;16;22;13.5;3.4;17.75
17/09/2018;2018;9;17;26.8;11.5;3;19.15
18/09/2018;2018;9;18;25.4;10.9;2.3;18.15
19/09/2018;2018;9;19;27.3;11.3;3;19.3
20/09/2018;2018;9;20;28;12;2.1;20
21/09/2018;2018;9;21;28.5;13.6;3.9;21.05
22/09/2018;2018;9;22;17.5;12.2;9.5;14.85
23/09/2018;2018;9;23;18.3;9.5;5.4;13.9
24/09/2018;2018;9;24;18.9;10.6;10.1;14.75
25/09/2018;2018;9;25;14.4;7.6;6.8;11
26/09/2018;2018;9;26;14.1;3.9;4;9
27/09/2018;2018;9;27;18.5;2.8;3.8;10.65
28/09/2018;2018;9;28;18.1;4.6;3.1;11.35
29/09/2018;2018;9;29;15.1;7;4.7;11.05
30/09/2018;2018;9;30;15.7;4;4.4;9.85
01/10/2018;2018;10;1;18;6.4;4.4;12.2
02/10/2018;2018;10;2;14.3;6.8;6.3;10.55
03/10/2018;2018;10;3;16.8;3.5;7.4;10.15
04/10/2018;2018;10;4;15.7;5.7;4.3;10.7
05/10/2018;2018;10;5;17.1;2.9;3.7;10
06/10/2018;2018;10;6;20.3;4;5.1;12.15
07/10/2018;2018;10;7;20.3;12.7;4.4;16.5
08/10/2018;2018;10;8;19.6;11.9;2.6;15.75
09/10/2018;2018;10;9;22.7;10;3.1;16.35
10/10/2018;2018;10;10;23.1;9.2;2.7;16.15
11/10/2018;2018;10;11;22.3;9;3.3;15.65
12/10/2018;2018;10;12;21;8.6;2.9;14.8
13/10/2018;2018;10;13;21.4;8.2;2.4;14.8
14/10/2018;2018;10;14;19.5;8.3;4.3;13.9
15/10/2018;2018;10;15;19.4;7.5;4.8;13.45
16/10/2018;2018;10;16;18.8;8.5;4.9;13.65
17/10/2018;2018;10;17;21.2;8.8;3.2;15
18/10/2018;2018;10;18;21.1;9.4;2;15.25
19/10/2018;2018;10;19;21;8.9;2.3;14.95
20/10/2018;2018;10;20;19.6;7.2;5.2;13.4
21/10/2018;2018;10;21;10.8;8.3;5.3;9.55
22/10/2018;2018;10;22;15;7.7;3.5;11.35
23/10/2018;2018;10;23;12.7;8.2;8.6;10.45
24/10/2018;2018;10;24;12.8;6.8;12.6;9.8
25/10/2018;2018;10;25;14.3;6;7.8;10.15
26/10/2018;2018;10;26;14.1;7.1;5.1;10.6
27/10/2018;2018;10;27;13.9;10.6;5.3;12.25
28/10/2018;2018;10;28;20.7;11.4;7.3;16.05
29/10/2018;2018;10;29;20.4;16;7.7;18.2
30/10/2018;2018;10;30;18.1;10.8;7.7;14.45
31/10/2018;2018;10;31;18.4;9.9;4.6;14.15
01/11/2018;2018;11;1;20.8;8.8;4.7;14.8
02/11/2018;2018;11;2;21.2;13;4.3;17.1
03/11/2018;2018;11;3;19.6;11.3;2.7;15.45
04/11/2018;2018;11;4;17.3;7.9;2.6;12.6
05/11/2018;2018;11;5;17.2;6.6;4.2;11.9
06/11/2018;2018;11;6;15.8;7.3;4.9;11.55
07/11/2018;2018;11;7;15.6;6.6;4.8;11.1
08/11/2018;2018;11;8;14.3;5.4;3.1;9.85
09/11/2018;2018;11;9;12.7;3;3.6;7.85
10/11/2018;2018;11;10;10.9;3.2;4.3;7.05
11/11/2018;2018;11;11;15;4.8;4;9.9
12/11/2018;2018;11;12;14.7;4.3;3.6;9.5
13/11/2018;2018;11;13;13.8;5.8;3.8;9.8
14/11/2018;2018;11;14;12;3.5;6.9;7.75
15/11/2018;2018;11;15;10.7;0.6;2.5;5.65
16/11/2018;2018;11;16;8.3;0.9;5.3;4.6
17/11/2018;2018;11;17;5.9;-1.5;5.5;2.2
18/11/2018;2018;11;18;6.4;-3.6;2.5;1.4
19/11/2018;2018;11;19;1.9;-0.5;4.1;0.7
20/11/2018;2018;11;20;4.5;0.3;8.7;2.4
21/11/2018;2018;11;21;4.3;3.4;5.4;3.85
22/11/2018;2018;11;22;4.9;2.4;2.9;3.65
23/11/2018;2018;11;23;4.8;2.7;3.7;3.75
24/11/2018;2018;11;24;6.4;1.5;4.4;3.95
25/11/2018;2018;11;25;6.9;4.7;4.9;5.8
26/11/2018;2018;11;26;9.4;5.3;6.7;7.35
27/11/2018;2018;11;27;4.6;0.9;5.6;2.75
28/11/2018;2018;11;28;1.6;-3.8;7.1;-1.1
29/11/2018;2018;11;29;-0.2;-6.3;5.4;-3.25
30/11/2018;2018;11;30;-2.1;-5.3;3.2;-3.7
01/12/2018;2018;12;1;-1.8;-5.6;2.8;-3.7
02/12/2018;2018;12;2;0.3;-4.4;4.3;-2.05
03/12/2018;2018;12;3;3.3;-2.4;3.3;0.45
04/12/2018;2018;12;4;5.4;0.2;5.9;2.8
05/12/2018;2018;12;5;4.9;-5;6.7;-0.05
06/12/2018;2018;12;6;2;-5.9;3;-1.95
07/12/2018;2018;12;7;2.6;-0.9;2.6;0.85
08/12/2018;2018;12;8;6.8;0.1;6;3.45
09/12/2018;2018;12;9;6.1;-0.1;5.7;3
10/12/2018;2018;12;10;5.9;1.4;7.9;3.65
11/12/2018;2018;12;11;3.7;-0.2;5.6;1.75
12/12/2018;2018;12;12;3.1;-0.9;5.6;1.1
13/12/2018;2018;12;13;1.6;-5.3;2;-1.85
14/12/2018;2018;12;14;-0.6;-5.7;4.5;-3.15
15/12/2018;2018;12;15;-0.4;-1.1;5.8;-0.75
16/12/2018;2018;12;16;-0.7;-4.2;3;-2.45
17/12/2018;2018;12;17;-4.3;-7.6;1.9;-5.95
18/12/2018;2018;12;18;-2.6;-8.2;2;-5.4
19/12/2018;2018;12;19;-7;-9.8;4;-8.4
20/12/2018;2018;12;20;-4.2;-8.3;4.7;-6.25
21/12/2018;2018;12;21;-0.9;-6.3;3.1;-3.6
22/12/2018;2018;12;22;6.7;1.1;5.7;3.9
23/12/2018;2018;12;23;6.4;2.1;6.3;4.25
24/12/2018;2018;12;24;4;-2.1;6;0.95
25/12/2018;2018;12;25;2;-3.5;7.9;-0.75
26/12/2018;2018;12;26;3.8;-0.8;7.1;1.5
27/12/2018;2018;12;27;5.9;0;5.6;2.95
28/12/2018;2018;12;28;6.1;2.3;6.5;4.2
29/12/2018;2018;12;29;5.1;0;5.7;2.55
30/12/2018;2018;12;30;4.8;-0.7;8.8;2.05
31/12/2018;2018;12;31;4.2;-1.5;7.5;1.35
01/01/2019;2019;1;1;2.7;-4.6;6.1;-0.95
02/01/2019;2019;1;2;3.1;-0.7;9.5;1.2
03/01/2019;2019;1;3;0.3;-3.3;7.9;-1.5
04/01/2019;2019;1;4;-1;-6.3;5.4;-3.65
05/01/2019;2019;1;5;2.2;-3.2;5.8;-0.5
06/01/2019;2019;1;6;0.4;-6.5;7.3;-3.05
07/01/2019;2019;1;7;-5.2;-14.9;1.9;-10.05
08/01/2019;2019;1;8;0;-10.4;4.4;-5.2
09/01/2019;2019;1;9;1.8;-1.2;4.6;0.3
10/01/2019;2019;1;10;0.2;-8.6;3.2;-4.2
11/01/2019;2019;1;11;-6.5;-9.8;5.6;-8.15
12/01/2019;2019;1;12;3.3;-4.3;6;-0.5
13/01/2019;2019;1;13;3.3;0;5.9;1.65
14/01/2019;2019;1;14;3.1;-1.4;10.1;0.85
15/01/2019;2019;1;15;1.2;-3.2;8.2;-1
16/01/2019;2019;1;16;5.7;-1.3;10;2.2
17/01/2019;2019;1;17;10;-1.1;6;4.45
18/01/2019;2019;1;18;5.6;-3.2;8.1;1.2
19/01/2019;2019;1;19;0.6;-4.7;3.6;-2.05
20/01/2019;2019;1;20;0;-2.1;3.7;-1.05
21/01/2019;2019;1;21;0;-7;1.8;-3.5
22/01/2019;2019;1;22;-2.4;-9.9;3;-6.15
23/01/2019;2019;1;23;-1.4;-7.1;4.7;-4.25
24/01/2019;2019;1;24;1.5;-3.1;3.6;-0.8
25/01/2019;2019;1;25;-3.3;-6.3;6.7;-4.8
26/01/2019;2019;1;26;-2.7;-6.5;7.1;-4.6
27/01/2019;2019;1;27;2.7;-2.1;5.2;0.3
28/01/2019;2019;1;28;3.6;-1.9;4.5;0.85
29/01/2019;2019;1;29;3.3;-3.6;4.8;-0.15
30/01/2019;2019;1;30;-1.3;-8.5;2.6;-4.9
31/01/2019;2019;1;31;0.1;-3.4;2.4;-1.65
01/02/2019;2019;2;1;2.3;-2;4.7;0.15
02/02/2019;2019;2;2;9.5;5.3;6.7;7.4
03/02/2019;2019;2;3;11;3.5;7.6;7.25
04/02/2019;2019;2;4;4.4;0.9;8.5;2.65
05/02/2019;2019;2;5;4.7;-1.4;3;1.65
06/02/2019;2019;2;6;3.3;-4.8;3;-0.75
07/02/2019;2019;2;7;2.2;-5.5;2.5;-1.65
08/02/2019;2019;2;8;3.8;-4.5;2;-0.35
09/02/2019;2019;2;9;3.8;-3.7;2.7;0.05
10/02/2019;2019;2;10;6.3;-4.5;7.7;0.9
11/02/2019;2019;2;11;6;2.6;10.5;4.3
12/02/2019;2019;2;12;3.2;-0.7;9.6;1.25
13/02/2019;2019;2;13;3.6;-1.7;5.9;0.95
14/02/2019;2019;2;14;7.1;-0.3;6.5;3.4
15/02/2019;2019;2;15;7.1;-2.6;1.9;2.25
16/02/2019;2019;2;16;8.4;-2.3;2.3;3.05
17/02/2019;2019;2;17;9.7;-2.1;1.9;3.8
18/02/2019;2019;2;18;7.3;-2.3;2.2;2.5
19/02/2019;2019;2;19;7.2;-1.3;2.3;2.95
20/02/2019;2019;2;20;8.3;0.8;4.9;4.55
21/02/2019;2019;2;21;8.6;-0.5;4.2;4.05
22/02/2019;2019;2;22;10.6;-2.7;7.6;3.95
23/02/2019;2019;2;23;-0.8;-6.4;6.2;-3.6
24/02/2019;2019;2;24;1.5;-6.6;3.3;-2.55
25/02/2019;2019;2;25;6.5;-4;3;1.25
26/02/2019;2019;2;26;10.5;-3.9;6.9;3.3
27/02/2019;2019;2;27;9.5;-0.1;5;4.7
28/02/2019;2019;2;28;12.9;0.9;8.4;6.9
01/03/2019;2019;3;1;11.6;4.7;5.5;8.15
02/03/2019;2019;3;2;6.9;2.5;4.5;4.7
03/03/2019;2019;3;3;11.7;3.1;5.7;7.4
04/03/2019;2019;3;4;14.8;4.1;9.8;9.45
05/03/2019;2019;3;5;11.9;5;6.9;8.45
06/03/2019;2019;3;6;13.6;3.5;4.7;8.55
07/03/2019;2019;3;7;17.2;6.5;8.8;11.85
08/03/2019;2019;3;8;14.8;7.8;4.7;11.3
09/03/2019;2019;3;9;12.8;5.8;5.8;9.3
10/03/2019;2019;3;10;13.8;6.8;9.1;10.3
11/03/2019;2019;3;11;9.3;3.8;14;6.55
12/03/2019;2019;3;12;7.9;0;5.8;3.95
13/03/2019;2019;3;13;6;-1.6;5.7;2.2
14/03/2019;2019;3;14;9.5;-0.9;3.8;4.3
15/03/2019;2019;3;15;10.1;4.5;8.2;7.3
16/03/2019;2019;3;16;10;7.7;7.2;8.85
17/03/2019;2019;3;17;17.6;3.6;6.5;10.6
18/03/2019;2019;3;18;11.5;6.2;8.7;8.85
19/03/2019;2019;3;19;9.9;5.2;5.5;7.55
20/03/2019;2019;3;20;10;2.5;2.1;6.25
21/03/2019;2019;3;21;11.1;-0.6;2;5.25
22/03/2019;2019;3;22;14;0.7;2;7.35
23/03/2019;2019;3;23;15.6;2.5;2.8;9.05
24/03/2019;2019;3;24;17.7;5.5;4.8;11.6
25/03/2019;2019;3;25;12.1;7.5;5.5;9.8
26/03/2019;2019;3;26;11;5.2;5.9;8.1
27/03/2019;2019;3;27;9;1.6;5.6;5.3
28/03/2019;2019;3;28;13.2;-1.1;3.6;6.05
29/03/2019;2019;3;29;13.8;2.3;2.2;8.05
30/03/2019;2019;3;30;15.7;2.1;2;8.9
31/03/2019;2019;3;31;17.7;3.1;2.5;10.4
01/04/2019;2019;4;1;13.9;6.1;5.9;10
02/04/2019;2019;4;2;15.2;5;6.6;10.1
03/04/2019;2019;4;3;15.5;8.2;6.6;11.85
04/04/2019;2019;4;4;17;9;7;13
05/04/2019;2019;4;5;15;6.6;7.7;10.8
06/04/2019;2019;4;6;15.5;5.9;3.5;10.7
07/04/2019;2019;4;7;17.6;6.7;4;12.15
08/04/2019;2019;4;8;19.7;8.6;3.3;14.15
09/04/2019;2019;4;9;19;12;4.5;15.5
10/04/2019;2019;4;10;17.5;10.9;5.4;14.2
11/04/2019;2019;4;11;14.2;10;6.5;12.1
12/04/2019;2019;4;12;10.5;7.7;5.4;9.1
13/04/2019;2019;4;13;10.1;7.7;5.4;8.9
14/04/2019;2019;4;14;14.4;8.4;6.4;11.4
15/04/2019;2019;4;15;12.4;4.6;6.4;8.5
16/04/2019;2019;4;16;12.8;2.1;3.9;7.45
17/04/2019;2019;4;17;15.2;3.4;3;9.3
18/04/2019;2019;4;18;18.4;9.2;4.1;13.8
19/04/2019;2019;4;19;20.7;11.3;4;16
20/04/2019;2019;4;20;19.6;11;3.2;15.3
21/04/2019;2019;4;21;20.3;11.8;3.6;16.05
22/04/2019;2019;4;22;19.1;12;7.1;15.55
23/04/2019;2019;4;23;11.8;9.9;7.4;10.85
24/04/2019;2019;4;24;21.4;10.2;6;15.8
25/04/2019;2019;4;25;23.8;12.7;6.3;18.25
26/04/2019;2019;4;26;25.9;15.8;6.1;20.85
27/04/2019;2019;4;27;17.7;12.2;6.7;14.95
28/04/2019;2019;4;28;15.8;11.7;8.2;13.75
29/04/2019;2019;4;29;15.9;10.3;5.2;13.1
30/04/2019;2019;4;30;16.8;9;3.8;12.9
01/05/2019;2019;5;1;19.3;10.4;6.4;14.85
02/05/2019;2019;5;2;21.1;10.8;5.5;15.95
03/05/2019;2019;5;3;16.9;11.9;5.9;14.4
04/05/2019;2019;5;4;17.4;12.3;5;14.85
05/05/2019;2019;5;5;11.3;7.1;5.8;9.2
06/05/2019;2019;5;6;11.7;7.1;4.9;9.4
07/05/2019;2019;5;7;15.2;6.8;6.3;11
08/05/2019;2019;5;8;17.8;7.8;4.6;12.8
09/05/2019;2019;5;9;11.4;9.9;5;10.65
10/05/2019;2019;5;10;19.3;9.9;6.6;14.6
11/05/2019;2019;5;11;22.3;11.2;3.6;16.75
12/05/2019;2019;5;12;22.3;13.6;4.9;17.95
13/05/2019;2019;5;13;16.4;8.8;6.3;12.6
14/05/2019;2019;5;14;10.5;6.8;6;8.65
15/05/2019;2019;5;15;11.6;8.5;3;10.05
16/05/2019;2019;5;16;17;7.4;2.2;12.2
17/05/2019;2019;5;17;20;10.4;2.6;15.2
18/05/2019;2019;5;18;23.4;11.8;3.9;17.6
19/05/2019;2019;5;19;24.4;14.2;4.7;19.3
20/05/2019;2019;5;20;22.4;15.9;6;19.15
21/05/2019;2019;5;21;19.8;12.7;5.4;16.25
22/05/2019;2019;5;22;17.6;14.3;7.1;15.95
23/05/2019;2019;5;23;18.5;12.6;7.7;15.55
24/05/2019;2019;5;24;20.5;10.5;3.5;15.5
25/05/2019;2019;5;25;23.9;13.6;2.9;18.75
26/05/2019;2019;5;26;25.6;16;2.8;20.8
27/05/2019;2019;5;27;25.6;17.3;4.2;21.45
28/05/2019;2019;5;28;23.6;15.3;4.2;19.45
29/05/2019;2019;5;29;21.8;14.2;3.3;18
30/05/2019;2019;5;30;16.7;12.7;4.2;14.7
31/05/2019;2019;5;31;23.1;12.9;3.3;18
01/06/2019;2019;6;1;25.2;15.8;4.9;20.5
02/06/2019;2019;6;2;27.2;17;3.6;22.1
03/06/2019;2019;6;3;28.1;18.1;3.5;23.1
04/06/2019;2019;6;4;27.5;18.7;3.3;23.1
05/06/2019;2019;6;5;27.7;19.7;3.9;23.7
06/06/2019;2019;6;6;26.2;17.3;4.8;21.75
07/06/2019;2019;6;7;27.7;18.2;4.1;22.95
08/06/2019;2019;6;8;27.1;18.2;6;22.65
09/06/2019;2019;6;9;28.1;17.9;3.6;23
10/06/2019;2019;6;10;30.4;20;4.2;25.2
11/06/2019;2019;6;11;30.9;21.1;4.4;26
12/06/2019;2019;6;12;31.1;21.5;5.4;26.3
13/06/2019;2019;6;13;33.3;22.3;4.1;27.8
14/06/2019;2019;6;14;33;23.3;3.7;28.15
15/06/2019;2019;6;15;33.8;23.6;3.9;28.7
16/06/2019;2019;6;16;31.7;24.4;4.7;28.05
17/06/2019;2019;6;17;29.4;21;3.7;25.2
18/06/2019;2019;6;18;26.6;19.9;4.3;23.25
19/06/2019;2019;6;19;29.7;22.9;4.8;26.3
20/06/2019;2019;6;20;29.8;22.4;2.5;26.1
21/06/2019;2019;6;21;29.2;21;4.5;25.1
22/06/2019;2019;6;22;29.8;22.3;3.3;26.05
23/06/2019;2019;6;23;26.8;21.1;4.2;23.95
24/06/2019;2019;6;24;29;20.3;5.7;24.65
25/06/2019;2019;6;25;31.3;20.4;4.2;25.85
26/06/2019;2019;6;26;32.5;23.9;3.2;28.2
27/06/2019;2019;6;27;32.5;23.2;7.5;27.85
28/06/2019;2019;6;28;26.2;18.3;4;22.25
29/06/2019;2019;6;29;28.2;18.6;3.2;23.4
30/06/2019;2019;6;30;29.1;20.7;4.3;24.9
01/07/2019;2019;7;1;32.2;20.8;3.8;26.5
02/07/2019;2019;7;2;30.9;23.2;6.3;27.05
03/07/2019;2019;7;3;27.1;20.1;5.1;23.6
04/07/2019;2019;7;4;25.8;19.1;4.2;22.45
05/07/2019;2019;7;5;28.4;19.7;5.3;24.05
06/07/2019;2019;7;6;29.6;20.8;5.7;25.2
07/07/2019;2019;7;7;24.3;20.8;6.6;22.55
08/07/2019;2019;7;8;23;17.4;4.7;20.2
09/07/2019;2019;7;9;22.5;17.7;5.6;20.1
10/07/2019;2019;7;10;23.1;17.3;5.7;20.2
11/07/2019;2019;7;11;23.9;15.1;5.2;19.5
12/07/2019;2019;7;12;21.3;17.3;3.5;19.3
13/07/2019;2019;7;13;22.4;15.9;4.9;19.15
14/07/2019;2019;7;14;25.9;15.6;4.9;20.75
15/07/2019;2019;7;15;23.8;17.6;3.6;20.7
16/07/2019;2019;7;16;26.1;18;4.5;22.05
17/07/2019;2019;7;17;24.6;14.7;4.9;19.65
18/07/2019;2019;7;18;27.8;18.8;3.8;23.3
19/07/2019;2019;7;19;28.5;20.2;3.5;24.35
20/07/2019;2019;7;20;30.2;20.8;4.3;25.5
21/07/2019;2019;7;21;32;22;5.2;27
22/07/2019;2019;7;22;28.6;21.1;5.7;24.85
23/07/2019;2019;7;23;27.8;21.2;4.6;24.5
24/07/2019;2019;7;24;29.8;19.9;3.4;24.85
25/07/2019;2019;7;25;30.1;21.6;2.6;25.85
26/07/2019;2019;7;26;32.5;22.6;3.1;27.55
27/07/2019;2019;7;27;30.2;21.8;3.8;26
28/07/2019;2019;7;28;32.2;20.7;5;26.45
29/07/2019;2019;7;29;29.3;20.7;4.3;25
30/07/2019;2019;7;30;30.5;20.8;5.5;25.65
31/07/2019;2019;7;31;28.7;22.6;4.6;25.65
01/08/2019;2019;8;1;30.6;21.8;4.4;26.2
02/08/2019;2019;8;2;27.9;21.8;4.3;24.85
03/08/2019;2019;8;3;25.8;18.2;5.6;22
04/08/2019;2019;8;4;26.9;17.5;3;22.2
05/08/2019;2019;8;5;27.2;19.7;4.2;23.45
06/08/2019;2019;8;6;31.2;20.5;3;25.85
07/08/2019;2019;8;7;31.7;22.6;6;27.15
08/08/2019;2019;8;8;28.8;20.7;5.9;24.75
09/08/2019;2019;8;9;30.7;22;4.1;26.35
10/08/2019;2019;8;10;33.4;23.1;3.2;28.25
11/08/2019;2019;8;11;33.6;23.7;4.7;28.65
12/08/2019;2019;8;12;36.2;24.8;3.7;30.5
13/08/2019;2019;8;13;28;20.3;7.2;24.15
14/08/2019;2019;8;14;23;17.4;4.6;20.2
15/08/2019;2019;8;15;24.2;16.8;2.5;20.5
16/08/2019;2019;8;16;25.4;19.1;4.3;22.25
17/08/2019;2019;8;17;27.4;17.9;3.1;22.65
18/08/2019;2019;8;18;29.7;20;4.2;24.85
19/08/2019;2019;8;19;32.3;21.7;3.3;27
